Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Category_clothing,Category_footwear,Category_outerwear,Season_spring,Season_summer,Season_winter,Shipping Type_express,Shipping Type_free shipping,Shipping Type_next day air,Shipping Type_standard,Shipping Type_store pickup,Payment Method_cash,Payment Method_credit card,Payment Method_debit card,Payment Method_paypal,Payment Method_venmo,Purchase_Amount_Bins,Age_Group,Review_Sentiment
21,1,sunglasses,84,north carolina,2,gray,4.9,1,1,1,36,52,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,high,18-24,positive
67,1,boots,66,illinois,0,charcoal,4.1,1,1,1,42,26,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,medium,65+,positive
46,1,t-shirt,92,michigan,2,orange,4.7,1,1,1,4,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,high,45-54,positive
40,1,sandals,45,michigan,1,red,2.5,1,1,1,47,1,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,low,35-44,negative
51,1,shorts,74,oklahoma,2,gold,4.4,1,1,1,13,52,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,high,45-54,positive
35,1,hat,39,south dakota,2,brown,3.9,1,1,1,8,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,low,35-44,neutral
56,1,scarf,71,oklahoma,1,olive,3.7,1,1,1,11,4,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,medium,55-64,neutral
25,1,t-shirt,95,maryland,2,violet,3.4,1,1,1,5,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,high,25-34,neutral
65,1,gloves,72,ohio,2,indigo,4.8,1,1,1,1,12,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,medium,65+,positive
39,1,scarf,85,ohio,2,yellow,4.2,1,1,1,17,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,high,35-44,positive
47,1,boots,54,massachusetts,1,teal,3.4,1,1,1,27,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,medium,45-54,neutral
36,1,gloves,41,north carolina,2,pink,2.9,1,1,1,3,4,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,low,35-44,negative
66,1,coat,24,florida,1,violet,3.3,1,1,1,22,52,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,low,65+,neutral
62,1,belt,99,montana,0,orange,4.8,1,1,1,24,26,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,high,55-64,positive
41,1,hoodie,32,minnesota,1,red,3.8,1,1,1,18,4,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,low,35-44,neutral
66,1,shoes,71,massachusetts,2,peach,4.6,1,1,1,39,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,medium,65+,positive
51,1,dress,49,rhode island,3,green,2.6,1,1,1,25,26,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,medium,45-54,negative
33,1,gloves,50,minnesota,3,violet,3.4,1,1,1,6,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,medium,25-34,neutral
57,1,jewelry,91,nevada,2,yellow,4.2,1,1,1,26,52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,high,55-64,positive
45,1,belt,46,new mexico,1,pink,3.9,1,1,1,43,26,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,medium,45-54,neutral
61,1,sweater,50,north carolina,1,brown,2.9,1,1,1,6,12,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,medium,55-64,negative
55,1,skirt,39,virginia,3,silver,4.2,1,1,1,6,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,low,55-64,positive
54,1,sneakers,99,alaska,1,pink,3.0,1,1,1,13,4,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,high,45-54,neutral
57,1,gloves,48,nevada,1,cyan,3.6,1,1,1,13,12,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,medium,55-64,neutral
27,1,coat,77,pennsylvania,1,brown,2.5,1,1,1,11,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,high,25-34,negative
64,1,backpack,95,illinois,3,red,2.6,1,1,1,45,52,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,high,55-64,negative
52,1,socks,100,delaware,1,silver,4.3,1,1,1,8,12,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,high,45-54,positive
19,1,sneakers,54,vermont,1,gray,3.3,1,1,1,8,1,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,medium,18-24,neutral
22,1,sweater,68,hawaii,2,cyan,2.6,1,1,1,34,26,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,medium,18-24,negative
18,1,jeans,22,illinois,2,teal,3.6,1,1,1,40,26,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,low,18-24,neutral
29,1,hat,84,california,2,indigo,2.6,1,1,1,14,26,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,high,25-34,negative
42,1,hat,46,nevada,1,yellow,3.5,1,1,1,11,4,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,medium,35-44,neutral
49,1,handbag,53,kentucky,0,gold,3.0,1,1,1,8,12,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,medium,45-54,neutral
49,1,shirt,60,alabama,1,maroon,5.0,1,1,1,8,4,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,medium,45-54,positive
55,1,socks,32,wyoming,3,silver,2.5,1,1,1,37,52,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,low,55-64,negative
29,1,socks,50,massachusetts,1,yellow,2.9,1,1,1,23,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,medium,25-34,negative
60,1,dress,94,utah,1,blue,4.6,1,1,1,38,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,high,55-64,positive
34,1,shoes,26,new york,1,turquoise,3.6,1,1,1,38,4,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,low,25-34,neutral
30,1,scarf,44,vermont,2,indigo,3.0,1,1,1,12,26,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,low,25-34,neutral
28,1,hoodie,57,hawaii,1,green,4.5,1,1,1,15,52,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,medium,25-34,positive
63,1,t-shirt,65,louisiana,2,purple,4.5,1,1,1,38,26,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,medium,55-64,positive
31,1,jeans,72,alabama,1,peach,3.2,1,1,1,41,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,medium,25-34,neutral
46,1,shorts,62,louisiana,0,purple,4.0,1,1,1,37,26,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,medium,45-54,positive
70,1,hat,21,indiana,0,teal,4.8,1,1,1,16,4,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,low,65+,positive
53,1,handbag,85,michigan,0,green,3.7,1,1,1,25,52,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,high,45-54,neutral
50,1,pants,51,rhode island,3,yellow,3.8,1,1,1,18,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,medium,45-54,neutral
33,1,handbag,84,idaho,0,purple,2.7,1,1,1,4,26,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,high,25-34,negative
22,1,sweater,37,louisiana,1,indigo,4.9,1,1,1,12,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,low,18-24,positive
50,1,scarf,44,north carolina,0,magenta,3.1,1,1,1,35,26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,low,45-54,neutral
34,1,sneakers,45,new jersey,1,violet,4.2,1,1,1,45,52,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,low,25-34,positive
24,1,pants,35,alabama,2,maroon,3.8,1,1,1,16,12,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,low,18-24,neutral
69,1,backpack,50,kentucky,3,yellow,4.2,1,1,1,10,26,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,medium,65+,positive
39,1,sandals,26,new york,1,beige,4.6,1,1,1,34,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,low,35-44,positive
42,1,socks,78,arizona,3,black,4.0,1,1,1,43,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,high,35-44,positive
42,1,coat,82,maryland,1,violet,4.0,1,1,1,38,52,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,high,35-44,positive
29,1,socks,39,alaska,1,violet,3.8,1,1,1,48,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,low,25-34,neutral
55,1,belt,55,nevada,2,brown,3.3,1,1,1,31,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,medium,55-64,neutral
32,1,socks,20,utah,0,gold,2.6,1,1,1,20,4,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,low,25-34,negative
25,1,belt,29,new mexico,2,blue,4.9,1,1,1,12,26,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,low,25-34,positive
38,1,pants,41,delaware,1,teal,3.5,1,1,1,2,52,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,low,35-44,neutral
32,1,shorts,38,connecticut,2,silver,2.8,1,1,1,30,4,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,low,25-34,negative
43,1,boots,47,mississippi,1,maroon,2.6,1,1,1,28,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,medium,35-44,negative
41,1,dress,30,connecticut,2,white,3.7,1,1,1,40,12,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,low,35-44,neutral
56,1,jeans,56,florida,2,charcoal,2.7,1,1,1,46,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,medium,55-64,negative
27,1,t-shirt,89,new york,0,brown,3.3,1,1,1,15,52,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,high,25-34,neutral
46,1,shoes,96,wisconsin,2,lavender,4.6,1,1,1,38,4,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,high,45-54,positive
48,1,boots,81,south carolina,1,violet,4.9,1,1,1,30,26,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,high,45-54,positive
52,1,scarf,83,south dakota,0,lavender,4.9,1,1,1,32,26,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,high,45-54,positive
18,1,sneakers,35,illinois,1,green,2.7,1,1,1,36,4,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,low,18-24,negative
64,1,boots,56,alaska,1,olive,3.2,1,1,1,32,52,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,medium,55-64,neutral
54,1,handbag,45,montana,0,olive,2.9,1,1,1,14,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,low,45-54,negative
31,1,shirt,62,minnesota,1,pink,3.8,1,1,1,8,12,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,medium,25-34,neutral
30,1,hat,84,west virginia,2,teal,3.0,1,1,1,27,26,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,high,25-34,neutral
26,1,sweater,24,illinois,2,cyan,3.9,1,1,1,24,12,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,low,25-34,neutral
25,1,handbag,21,nevada,0,gray,4.7,1,1,1,30,26,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,low,25-34,positive
59,1,shirt,91,idaho,1,peach,4.9,1,1,1,34,12,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,high,55-64,positive
55,1,sunglasses,36,colorado,0,teal,4.8,1,1,1,28,4,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,low,55-64,positive
56,1,sneakers,39,louisiana,1,turquoise,2.5,1,1,1,27,12,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,low,55-64,negative
62,1,hoodie,39,vermont,1,green,3.9,1,1,1,31,26,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,low,55-64,neutral
35,1,shirt,59,mississippi,2,magenta,3.4,1,1,1,23,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,medium,35-44,neutral
51,1,sunglasses,27,georgia,1,green,2.5,1,1,1,11,4,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,low,45-54,negative
61,1,blouse,94,georgia,1,white,3.0,1,1,1,48,4,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,high,55-64,neutral
27,1,belt,94,nebraska,3,brown,3.6,1,1,1,17,12,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,high,25-34,neutral
54,1,dress,94,massachusetts,1,purple,3.6,1,1,1,36,52,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,high,45-54,neutral
31,1,shoes,51,colorado,0,green,4.1,1,1,1,33,26,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,medium,25-34,positive
24,1,socks,62,nevada,1,peach,3.7,1,1,1,27,26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,medium,18-24,neutral
42,1,socks,57,idaho,0,silver,3.1,1,1,1,14,26,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,medium,35-44,neutral
41,1,shorts,76,wyoming,1,maroon,4.2,1,1,1,5,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,high,35-44,positive
66,1,gloves,63,washington,1,red,4.3,1,1,1,47,4,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,medium,65+,positive
58,1,jacket,80,california,2,blue,2.5,1,1,1,28,26,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,high,55-64,negative
43,1,handbag,68,oklahoma,1,purple,3.5,1,1,1,11,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,medium,35-44,neutral
52,1,backpack,89,nevada,1,indigo,3.1,1,1,1,18,52,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,high,45-54,neutral
35,1,boots,26,maryland,2,indigo,2.5,1,1,1,21,52,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,low,35-44,negative
23,1,gloves,90,west virginia,2,violet,3.9,1,1,1,22,26,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,high,18-24,neutral
25,1,hoodie,28,illinois,2,brown,4.9,1,1,1,33,4,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,low,25-34,positive
33,1,coat,29,kentucky,1,gray,4.3,1,1,1,49,1,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,low,25-34,positive
48,1,shirt,31,illinois,2,teal,2.6,1,1,1,10,4,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,low,45-54,negative
42,1,shirt,24,alabama,2,teal,4.2,1,1,1,18,52,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,low,35-44,positive
55,1,sweater,88,texas,1,beige,2.6,1,1,1,28,26,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,high,55-64,negative
59,1,shirt,87,missouri,1,violet,3.6,1,1,1,25,52,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,high,55-64,neutral
65,1,hoodie,80,pennsylvania,0,beige,3.2,1,1,1,6,52,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,high,65+,neutral
59,1,sandals,48,missouri,2,purple,4.4,1,1,1,44,26,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,medium,55-64,positive
31,1,belt,21,michigan,3,charcoal,3.7,1,1,1,30,12,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,low,25-34,neutral
49,1,boots,72,kentucky,1,pink,3.7,1,1,1,42,4,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,medium,45-54,neutral
53,1,hoodie,44,new jersey,2,blue,4.1,1,1,1,30,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,low,45-54,positive
48,1,sandals,73,delaware,1,lavender,3.6,1,1,1,33,26,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,medium,45-54,neutral
23,1,jeans,61,missouri,0,charcoal,4.3,1,1,1,24,4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,medium,18-24,positive
68,1,shoes,20,connecticut,2,turquoise,2.6,1,1,1,13,12,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,low,65+,negative
35,1,sandals,86,massachusetts,1,red,2.9,1,1,1,19,12,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,high,35-44,negative
34,1,dress,60,florida,2,yellow,4.2,1,1,1,23,4,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,medium,25-34,positive
62,1,hat,43,delaware,2,orange,4.0,1,1,1,35,12,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,low,55-64,positive
21,1,pants,44,california,2,blue,4.3,1,1,1,22,12,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,low,18-24,positive
70,1,socks,76,oregon,2,gold,3.0,1,1,1,14,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,high,65+,neutral
55,1,shirt,33,alaska,1,gold,3.5,1,1,1,47,26,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,low,55-64,neutral
43,1,shorts,60,missouri,2,cyan,3.0,1,1,1,50,4,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,medium,35-44,neutral
19,1,jacket,26,oklahoma,2,olive,3.1,1,1,1,33,52,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,low,18-24,neutral
47,1,hoodie,73,wisconsin,1,teal,4.0,1,1,1,7,12,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,medium,45-54,positive
26,1,shoes,87,south carolina,1,maroon,4.1,1,1,1,3,12,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,high,25-34,positive
46,1,skirt,100,virginia,3,green,3.3,1,1,1,35,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,high,45-54,neutral
19,1,coat,84,arkansas,1,charcoal,4.9,1,1,1,13,26,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,high,18-24,positive
49,1,sneakers,41,vermont,1,cyan,3.9,1,1,1,42,26,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,low,45-54,neutral
51,1,jeans,59,kentucky,0,charcoal,3.9,1,1,1,5,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,medium,45-54,neutral
64,1,blouse,26,colorado,2,charcoal,4.8,1,1,1,23,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,low,55-64,positive
67,1,sunglasses,69,new mexico,1,lavender,2.7,1,1,1,11,26,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,medium,65+,negative
37,1,jacket,20,colorado,1,turquoise,3.1,1,1,1,23,26,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,low,35-44,neutral
40,1,dress,83,north carolina,1,green,3.2,1,1,1,2,4,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,high,35-44,neutral
38,1,hat,54,new hampshire,1,silver,2.7,1,1,1,33,52,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,medium,35-44,negative
66,1,hoodie,66,west virginia,1,blue,2.5,1,1,1,6,26,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,medium,65+,negative
47,1,handbag,42,hawaii,1,charcoal,2.6,1,1,1,45,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,low,45-54,negative
56,1,jeans,33,north dakota,1,pink,2.9,1,1,1,25,4,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,low,55-64,negative
51,1,boots,77,mississippi,1,pink,4.2,1,1,1,24,4,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,high,45-54,positive
25,1,jacket,65,maine,1,magenta,4.4,1,1,1,10,4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,medium,25-34,positive
37,1,sandals,39,north dakota,2,gray,4.1,1,1,1,7,4,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,low,35-44,positive
41,1,belt,51,nebraska,2,gray,3.8,1,1,1,1,52,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,medium,35-44,neutral
64,1,handbag,65,nebraska,1,orange,4.9,1,1,1,45,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,medium,55-64,positive
23,1,sunglasses,89,tennessee,0,black,4.9,1,1,1,37,52,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,high,18-24,positive
62,1,skirt,76,wyoming,0,lavender,4.1,1,1,1,14,4,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,high,55-64,positive
39,1,backpack,75,nevada,2,red,3.1,1,1,1,25,12,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,high,35-44,neutral
52,1,sandals,61,south carolina,1,silver,2.7,1,1,1,18,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,medium,45-54,negative
50,1,boots,35,virginia,1,cyan,3.8,1,1,1,37,4,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,low,45-54,neutral
28,1,sneakers,37,pennsylvania,0,gold,4.3,1,1,1,30,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,low,25-34,positive
67,1,skirt,91,hawaii,2,yellow,4.1,1,1,1,34,52,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,high,65+,positive
41,1,dress,99,ohio,2,purple,4.4,1,1,1,49,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,high,35-44,positive
19,1,shorts,54,utah,0,brown,3.6,1,1,1,48,12,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,medium,18-24,neutral
70,1,handbag,47,minnesota,2,turquoise,3.3,1,1,1,33,26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,medium,65+,neutral
49,1,scarf,77,new hampshire,0,gold,3.6,1,1,1,44,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,high,45-54,neutral
59,1,belt,84,arizona,0,olive,2.8,1,1,1,50,52,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,high,55-64,negative
52,1,gloves,51,new york,0,purple,4.3,1,1,1,47,12,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,medium,45-54,positive
20,1,skirt,26,pennsylvania,0,lavender,3.9,1,1,1,24,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,low,18-24,neutral
31,1,shorts,64,new mexico,2,gray,2.7,1,1,1,43,12,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,medium,25-34,negative
33,1,backpack,51,nebraska,1,red,4.7,1,1,1,14,12,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,medium,25-34,positive
44,1,hoodie,60,wyoming,2,purple,3.8,1,1,1,3,4,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,medium,35-44,neutral
40,1,hat,69,mississippi,3,olive,4.7,1,1,1,33,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,medium,35-44,positive
69,1,jewelry,29,arkansas,1,lavender,4.7,1,1,1,38,26,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,low,65+,positive
29,1,shirt,91,illinois,1,gray,3.4,1,1,1,46,52,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,high,25-34,neutral
54,1,belt,70,nevada,2,red,3.5,1,1,1,19,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,medium,45-54,neutral
65,1,sweater,58,rhode island,1,peach,4.0,1,1,1,20,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,medium,65+,positive
54,1,hat,98,west virginia,2,gray,3.3,1,1,1,42,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,high,45-54,neutral
60,1,scarf,68,missouri,2,violet,4.7,1,1,1,34,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,medium,55-64,positive
43,1,hat,44,kentucky,1,beige,2.8,1,1,1,5,12,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,low,35-44,negative
44,1,jacket,45,washington,1,blue,3.3,1,1,1,3,4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,low,35-44,neutral
69,1,t-shirt,99,alaska,2,magenta,2.9,1,1,1,46,4,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,high,65+,negative
46,1,dress,68,mississippi,0,cyan,2.8,1,1,1,16,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,medium,45-54,negative
41,1,pants,56,south carolina,1,red,4.2,1,1,1,21,26,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,medium,35-44,positive
32,1,sweater,43,missouri,2,cyan,4.4,1,1,1,34,26,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,low,25-34,positive
26,1,sunglasses,99,new jersey,1,turquoise,3.6,1,1,1,9,4,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,high,25-34,neutral
61,1,belt,56,louisiana,2,silver,2.7,1,1,1,36,52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,medium,55-64,negative
49,1,hoodie,25,south carolina,0,pink,3.4,1,1,1,22,12,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,low,45-54,neutral
53,1,pants,74,vermont,1,black,2.8,1,1,1,2,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,high,45-54,negative
24,1,hoodie,56,arkansas,1,green,3.4,1,1,1,32,12,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,medium,18-24,neutral
37,1,sneakers,47,utah,1,yellow,2.6,1,1,1,29,4,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,medium,35-44,negative
43,1,dress,67,washington,2,purple,4.1,1,1,1,27,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,medium,35-44,positive
31,1,dress,22,rhode island,2,purple,2.9,1,1,1,33,26,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,low,25-34,negative
49,1,jeans,34,illinois,0,blue,2.7,1,1,1,16,12,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,low,45-54,negative
69,1,sweater,64,missouri,1,maroon,3.7,1,1,1,11,4,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,medium,65+,neutral
65,1,shorts,42,north carolina,1,orange,4.3,1,1,1,11,26,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,low,65+,positive
41,1,shirt,82,massachusetts,2,green,2.6,1,1,1,17,26,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,high,35-44,negative
37,1,belt,81,arkansas,3,gold,4.3,1,1,1,37,52,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,high,35-44,positive
70,1,coat,24,south dakota,2,silver,4.1,1,1,1,18,52,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,low,65+,positive
63,1,sneakers,60,georgia,1,cyan,4.2,1,1,1,13,12,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,medium,55-64,positive
55,1,shirt,24,arkansas,1,silver,4.2,1,1,1,7,52,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,low,55-64,positive
52,1,socks,78,kansas,3,beige,3.1,1,1,1,37,4,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,high,45-54,neutral
